sciName,comName,speciesCode,category,taxonOrder,order,familyComName,familySciName
Tachyeres pteneres [undescribed form],Flightless Steamer-Duck (Chiloe form),flistd2,form,380.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,species,381.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,species,382.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Tachyeres sp.,steamer-duck sp.,steame1,spuh,383.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Lophonetta specularioides,Crested Duck,creduc1,species,384.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Speculanas specularis,Spectacled Duck,speduc2,species,387.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Cairina moschata,Muscovy Duck,musduc,species,388.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Cairina moschata (Established Feral),Muscovy Duck (Established Feral),musduc3,domestic,389.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Cairina moschata (Domestic type),Muscovy Duck (Domestic type),musduc2,domestic,390.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,species,391.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,species,392.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Nettapus auritus,African Pygmy-Goose,afrpyg1,species,395.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Callonetta leucophrys,Ringed Teal,rintea1,species,396.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aix sponsa,Wood Duck,wooduc,species,397.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Tadorna tadorna x Aix sponsa,Common Shelduck x Wood Duck (hybrid),x00940,hybrid,398.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aix galericulata,Mandarin Duck,manduc,species,399.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aix sponsa x galericulata,Wood x Mandarin Duck (hybrid),x00833,hybrid,400.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Chenonetta jubata,Maned Duck,manduc1,species,401.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Chenonetta finschi,Finsch's Duck,finduc1,species,402.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Amazonetta brasiliensis,Brazilian Teal,bratea1,species,403.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,species,406.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Merganetta armata,Torrent Duck,torduc1,species,407.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Salvadorina waigiuensis,Salvadori's Teal,saltea1,species,414.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Sibirionetta formosa,Baikal Teal,baitea,species,415.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula querquedula,Garganey,gargan,species,416.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula hottentota,Hottentot Teal,hottea1,species,417.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula versicolor,Silver Teal,siltea1,species,418.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula puna,Puna Teal,puntea1,species,421.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula discors,Blue-winged Teal,buwtea,species,422.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula cyanoptera,Cinnamon Teal,cintea,species,423.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),bwxtea1,hybrid,429.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula discors/cyanoptera,Blue-winged/Cinnamon Teal,y00314,slash,430.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula platalea,Red Shoveler,redsho1,species,431.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula smithii,Cape Shoveler,capsho1,species,432.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula rhynchotis,Australian Shoveler,aussho1,species,433.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula clypeata,Northern Shoveler,norsho,species,434.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula querquedula x clypeata,Garganey x Northern Shoveler (hybrid),x00836,hybrid,435.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula discors x clypeata,Blue-winged Teal x Northern Shoveler (hybrid),x00629,hybrid,436.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula cyanoptera x clypeata,Cinnamon Teal x Northern Shoveler (hybrid),x00630,hybrid,437.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca strepera,Gadwall,gadwal,species,438.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca strepera strepera,Gadwall (Common),gadwal1,issf,439.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca strepera couesi,Gadwall (Coues's),gadwal2,issf,440.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula clypeata x Mareca strepera,Northern Shoveler x Gadwall (hybrid),x00457,hybrid,441.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca falcata,Falcated Duck,falduc,species,442.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca penelope,Eurasian Wigeon,eurwig,species,443.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca strepera x penelope,Gadwall x Eurasian Wigeon (hybrid),x00723,hybrid,444.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca americana,American Wigeon,amewig,species,445.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aix sponsa x Mareca americana,Wood Duck x American Wigeon (hybrid),x00877,hybrid,446.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula clypeata x Mareca americana,Northern Shoveler x American Wigeon (hybrid),x00777,hybrid,447.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca strepera x americana,Gadwall x American Wigeon (hybrid),x00724,hybrid,448.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca penelope x americana,Eurasian x American Wigeon (hybrid),x00421,hybrid,449.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca penelope/americana,Eurasian/American Wigeon,y00670,slash,450.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca sibilatrix,Chiloe Wigeon,chiwig1,species,451.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca marecula,Amsterdam Duck,amsduc1,species,452.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas sparsa,African Black Duck,afbduc1,species,453.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas undulata,Yellow-billed Duck,yebduc1,species,456.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas melleri,Meller's Duck,melduc1,species,459.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas superciliosa,Pacific Black Duck,pabduc1,species,460.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas laysanensis,Laysan Duck,layduc,species,463.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas wyvilliana,Hawaiian Duck,hawduc,species,464.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas luzonica,Philippine Duck,phiduc1,species,465.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,species,466.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas zonorhyncha,Eastern Spot-billed Duck,spbduc,species,469.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas poecilorhyncha/zonorhyncha,Indian/Eastern Spot-billed Duck,y00830,slash,470.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos,Mallard,mallar3,species,471.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos (Domestic type),Mallard (Domestic type),mallar2,domestic,474.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Cairina moschata x Anas platyrhynchos,Muscovy Duck x Mallard (hybrid),mdxmal1,hybrid,475.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aix sponsa x Anas platyrhynchos,Wood Duck x Mallard (hybrid),x00205,hybrid,476.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula clypeata x Anas platyrhynchos,Northern Shoveler x Mallard (hybrid),x00612,hybrid,477.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca strepera x Anas platyrhynchos,Gadwall x Mallard (hybrid),x00420,hybrid,478.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca penelope x Anas platyrhynchos,Eurasian Wigeon x Mallard (hybrid),x00647,hybrid,479.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca americana x Anas platyrhynchos,American Wigeon x Mallard (hybrid),x00611,hybrid,480.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas undulata x platyrhynchos,Yellow-billed Duck x Mallard (hybrid),x00760,hybrid,481.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x superciliosa,Mallard x Pacific Black Duck (hybrid),x00458,hybrid,482.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x wyvilliana,Mallard x Hawaiian Duck (hybrid),x00423,hybrid,483.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x poecilorhyncha,Mallard x Indian Spot-billed Duck (hybrid),x00834,hybrid,484.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x zonorhyncha,Mallard x Eastern Spot-billed Duck (hybrid),x00835,hybrid,485.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos/superciliosa,Mallard/Pacific Black Duck,y01128,slash,486.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos/wyvilliana,Mallard/Hawaiian Duck,y01129,slash,487.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos/poecilorhyncha,Mallard/Indian Spot-billed Duck,y01130,slash,488.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos/zonorhyncha,Mallard/Eastern Spot-billed Duck,y01131,slash,489.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas diazi,Mexican Duck,mexduc,species,490.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x diazi,Mallard x Mexican Duck (hybrid),mallar4,hybrid,491.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos/diazi,Mallard/Mexican Duck,mallar,slash,492.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas rubripes,American Black Duck,ambduc,species,493.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca americana x Anas rubripes,American Wigeon x American Black Duck (hybrid),x00941,hybrid,494.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x rubripes,Mallard x American Black Duck (hybrid),x00004,hybrid,495.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos/rubripes,Mallard/American Black Duck,y00600,slash,496.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas fulvigula,Mottled Duck,motduc,species,497.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas fulvigula fulvigula,Mottled Duck (Florida),motduc1,issf,498.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas fulvigula maculosa,Mottled Duck (Gulf Coast),motduc2,issf,499.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x fulvigula,Mallard x Mottled Duck (hybrid),x00422,hybrid,500.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos/fulvigula,Mallard/Mottled Duck,y00632,slash,501.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x diazi/fulvigula,Mallard x Mexican/Mottled Duck (hybrid),y01098,hybrid,502.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas diazi x fulvigula,Mexican x Mottled Duck (hybrid),x00922,hybrid,503.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas diazi/fulvigula,Mexican/Mottled Duck,y01099,slash,504.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas rubripes/fulvigula,American Black/Mottled Duck,y00633,slash,505.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas capensis,Cape Teal,captea1,species,506.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas bahamensis,White-cheeked Pintail,whcpin,species,507.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas bahamensis bahamensis/rubrirostris,White-cheeked Pintail (White-cheeked),whcpin1,issf,508.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas bahamensis galapagensis,White-cheeked Pintail (Galapagos),whcpin2,issf,511.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x bahamensis,Mallard x White-cheeked Pintail (hybrid),x00778,hybrid,512.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas erythrorhyncha,Red-billed Duck,rebduc1,species,513.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas acuta,Northern Pintail,norpin,species,514.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Sibirionetta formosa x Anas acuta,Baikal Teal x Northern Pintail (hybrid),x00837,hybrid,515.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca strepera x Anas acuta,Gadwall x Northern Pintail (hybrid),x00610,hybrid,516.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca penelope x Anas acuta,Eurasian Wigeon x Northern Pintail (hybrid),x00761,hybrid,517.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca americana x Anas acuta,American Wigeon x Northern Pintail (hybrid),x00196,hybrid,518.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x acuta,Mallard x Northern Pintail (hybrid),x00628,hybrid,519.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas rubripes x acuta,American Black Duck x Northern Pintail (hybrid),x00674,hybrid,520.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas eatoni,Eaton's Pintail,eatpin1,species,521.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas georgica,Yellow-billed Pintail,yebpin1,species,524.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas georgica georgica,Yellow-billed Pintail (South Georgia),yebpin2,issf,525.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas georgica spinicauda/niceforoi,Yellow-billed Pintail (South American),yebpin3,issf,526.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas crecca,Green-winged Teal,gnwtea,species,529.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas crecca crecca,Green-winged Teal (Eurasian),egwtea1,issf,530.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas crecca carolinensis,Green-winged Teal (American),agwtea1,issf,531.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas crecca crecca x carolinensis,Green-winged Teal (Eurasian x American),gnwtea1,intergrade,532.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula querquedula/Anas crecca,Garganey/Green-winged Teal,y00766,slash,533.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula discors x Anas crecca,Blue-winged x Green-winged Teal (hybrid),x00673,hybrid,534.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Spatula cyanoptera x Anas crecca,Cinnamon x Green-winged Teal (hybrid),x00763,hybrid,535.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca strepera x Anas crecca,Gadwall x Green-winged Teal (hybrid),x00762,hybrid,536.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Mareca americana x Anas crecca,American Wigeon x Green-winged Teal (hybrid),x00646,hybrid,537.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x crecca,Mallard x Green-winged Teal (hybrid),x00670,hybrid,538.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas acuta x crecca,Northern Pintail x Green-winged Teal (hybrid),x00725,hybrid,539.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas andium,Andean Teal,spetea3,species,540.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas andium altipetens,Andean Teal (Merida),andtea2,issf,541.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas andium andium,Andean Teal (Andean),andtea3,issf,542.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas flavirostris,Yellow-billed Teal,yebtea1,species,543.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas flavirostris flavirostris,Yellow-billed Teal (flavirostris),spetea2,issf,544.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas flavirostris oxyptera,Yellow-billed Teal (oxyptera),spetea4,issf,545.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas andium/flavirostris,Andean/Yellow-billed Teal,spetea1,slash,546.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas theodori,Mauritius Duck,mauduc1,species,547.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas albogularis,Andaman Teal,andtea1,species,548.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas gibberifrons,Sunda Teal,suntea1,species,549.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas gracilis,Gray Teal,gretea1,species,550.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas superciliosa x gracilis,Pacific Black Duck x Gray Teal (hybrid),x00926,hybrid,553.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas castanea,Chestnut Teal,chetea1,species,554.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas superciliosa x castanea,Pacific Black Duck x Chestnut Teal (hybrid),x00925,hybrid,555.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas gracilis x castanea,Gray x Chestnut Teal (hybrid),x00913,hybrid,556.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas bernieri,Bernier's Teal,bertea1,species,557.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas aucklandica,Auckland Islands Teal,auitea1,species,558.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas nesiotis,Campbell Islands Teal,caitea1,species,559.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas chlorotis,Brown Teal,brotea1,species,560.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x chlorotis,Mallard x Brown Teal (hybrid),x00878,hybrid,561.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas sp.,Anas sp.,anas1,spuh,562.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anatidae sp. (teal sp.),teal sp.,teal,spuh,563.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anatidae sp. (dabbling duck sp.),dabbling duck sp.,dabduc1,spuh,564.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,species,565.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Marmaronetta angustirostris,Marbled Teal,martea1,species,566.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,species,567.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Asarcornis scutulata,White-winged Duck,whwduc1,species,568.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Netta rufina,Red-crested Pochard,recpoc,species,569.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x Netta rufina,Mallard x Red-crested Pochard (hybrid),x00648,hybrid,570.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Netta erythrophthalma,Southern Pochard,soupoc1,species,571.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Netta peposaca,Rosy-billed Pochard,robpoc1,species,574.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya valisineria,Canvasback,canvas,species,575.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya americana,Redhead,redhea,species,576.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Anas platyrhynchos x Aythya americana,Mallard x Redhead (hybrid),x00879,hybrid,577.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya valisineria x americana,Canvasback x Redhead (hybrid),x00684,hybrid,578.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya ferina,Common Pochard,compoc,species,579.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya collaris,Ring-necked Duck,rinduc,species,580.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya valisineria x collaris,Canvasback x Ring-necked Duck (hybrid),x00880,hybrid,581.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya americana x collaris,Redhead x Ring-necked Duck (hybrid),x00679,hybrid,582.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya nyroca,Ferruginous Duck,ferduc,species,583.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya ferina x nyroca,Common Pochard x Ferruginous Duck (hybrid),x00764,hybrid,584.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya innotata,Madagascar Pochard,madpoc1,species,585.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya baeri,Baer's Pochard,baepoc1,species,586.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya nyroca x baeri,Ferruginous Duck x Baer's Pochard (hybrid),x00838,hybrid,587.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
Aythya nyroca/baeri,Ferruginous Duck/Baer's Pochard,y00709,slash,588.0,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae
